#RESOURCE=yCat_36560049
#Name: J/A+A/656/A49
#Title: Decoding the morphological evolution of open clusters (Hu+, 2021)
#Table	J_A_A_656_A49_table1:
#Name: J/A+A/656/A49/table1
#Title: The parameters of 1256 open clusters
#Column	Cluster	(a18)	Cluster name	[ucd=meta.id;meta.main]
#Column	ecore	(F7.4)	Ellipticity of the core	[ucd=src.ellipticity]
#Column	e_ecore	(F7.4)	Error corresponding to ellipticity of the core	[ucd=stat.error]
#Column	qcore	(F8.4)	Orientation of the core	[ucd=pos.posAng]
#Column	eall	(F7.4)	Ellipticity of the overall	[ucd=src.ellipticity]
#Column	e_eall	(F7.4)	Error corresponding to ellipticity of the overall	[ucd=stat.error]
#Column	qall	(F8.4)	Orientation of the overall	[ucd=pos.posAng]
#Column	acore	(F7.4)	Half-length axes of the core	[ucd=phys.angSize]
#Column	e_acore	(F7.4)	Error corresponding to half-length axes of the core	[ucd=stat.error]
#Column	ccore	(F7.4)	Half-short axes of the core	[ucd=phys.angSize;src]
#Column	e_ccore	(F7.4)	Error corresponding to half-short axes of the core	[ucd=stat.error]
#Column	aall	(F7.4)	Half-length axes of the overall	[ucd=phys.angSize]
#Column	e_aall	(F7.4)	Error corresponding to half-length axes of the overall	[ucd=stat.error]
#Column	call	(F7.4)	Half-short axes of the overall	[ucd=phys.angSize;src]
#Column	e_call	(F7.4)	Error corresponding to half-short axes of the overall	[ucd=stat.error]
#Column	epm	(F7.4)	Ellipticity in proper motion	[ucd=src.ellipticity]
#Column	e_epm	(F7.4)	Error of ellipticity in proper motion	[ucd=stat.error]
#Column	qpm	(F8.4)	Orientation in proper motion	[ucd=pos.pm;pos.posAng]
#
Cluster           ;ecore  ;e_ecore;qcore   ;eall   ;e_eall ;qall    ;acore  ;e_acore;ccore  ;e_ccore;aall   ;e_aall ;call   ;e_call ;epm    ;e_epm  ;qpm
BH_111            ; 0.2703; 0.0656; 18.8172; 0.0832; 0.0997;-52.8051; 0.0307; 0.0016; 0.0224; 0.0016; 0.0673; 0.0049; 0.0617; 0.0049; 0.3425; 0.1225;  1.1184
BH_118            ; 0.2696; 0.0324; -2.9157; 0.1917; 0.1310;-11.4467; 0.0217; 0.0006; 0.0159; 0.0006; 0.0671; 0.0068; 0.0543; 0.0068; 0.3269; 0.1851;-52.4391
BH_121            ; 0.4874; 0.0928;-37.8348; 0.1171; 0.0360;  1.9234; 0.2093; 0.0173; 0.1073; 0.0173; 0.3781; 0.0102; 0.3338; 0.0102; 0.1148; 0.0821; 35.8043
BH_132            ; 0.1327; 0.0284; 13.8961; 0.0790; 0.1094; 16.8720; 0.0435; 0.0009; 0.0377; 0.0009; 0.1357; 0.0109; 0.1250; 0.0109; 0.1945; 0.1077; 48.7486
BH_144            ; 0.2778; 0.0240; 27.4747; 0.1201; 0.0774; 36.9779; 0.0160; 0.0003; 0.0116; 0.0003; 0.0497; 0.0029; 0.0438; 0.0029; 0.1993; 0.1479; -3.9343
BH_150            ; 0.0873; 0.0465;-33.2830; 0.1273; 0.1139;  3.4411; 0.0311; 0.0011; 0.0283; 0.0011; 0.1142; 0.0098; 0.0997; 0.0098; 0.2258; 0.0880;  8.9173
BH_151            ; 0.2255; 0.0178;-61.1724; 0.1678; 0.0742; -8.8266; 0.0102; 0.0001; 0.0079; 0.0001; 0.0355; 0.0020; 0.0296; 0.0020; 0.4475; 0.0691; 37.9448
BH_164            ; 0.1860; 0.0388;-14.4604; 0.4103; 0.1633; -2.5893; 0.4877; 0.0147; 0.3970; 0.0147; 1.7356; 0.2441; 1.0234; 0.2441; 0.3171; 0.0947; 49.8054
BH_19             ; 0.1632; 0.0377; -2.2589; 0.1097; 0.0745;  1.2462; 0.0320; 0.0009; 0.0268; 0.0009; 0.1085; 0.0060; 0.0966; 0.0060; 0.0595; 0.1172;-56.3027
BH_200            ; 0.2044; 0.0423; 29.0804; 0.0768; 0.0575; -2.2750; 0.0506; 0.0017; 0.0402; 0.0017; 0.1684; 0.0071; 0.1555; 0.0071; 0.0863; 0.1637;-30.6823
BH_202            ; 0.0575; 0.0780;-76.0168; 0.1225; 0.0564; -0.6939; 0.0595; 0.0034; 0.0561; 0.0034; 0.1842; 0.0078; 0.1617; 0.0078; 0.3096; 0.1242;-21.3653
BH_211            ; 0.1725; 0.0361; 21.8424; 0.1007; 0.0579;  0.6185; 0.0898; 0.0025; 0.0743; 0.0025; 0.2955; 0.0127; 0.2657; 0.0127; 0.0632; 0.0471;-23.7102
BH_217            ; 0.2323; 0.0238; 16.0576; 0.1125; 0.0792;  6.6683; 0.0482; 0.0009; 0.0370; 0.0009; 0.1764; 0.0105; 0.1566; 0.0105; 0.0747; 0.0846;-21.9393
BH_221            ; 0.5091; 0.0754; -6.5493; 0.1389; 0.0373; -0.9100; 0.1804; 0.0122; 0.0885; 0.0122; 0.3581; 0.0101; 0.3084; 0.0101; 0.0157; 0.0845; -6.5695
BH_23             ; 0.3062; 0.0331; -5.9773; 0.2346; 0.1613;-19.1989; 0.3987; 0.0108; 0.2766; 0.0108; 1.2273; 0.1572; 0.9394; 0.1572; 0.0611; 0.1534; 35.1847
BH_37             ; 0.1163; 0.0336; 79.0659; 0.0889; 0.1527;  2.1915; 0.0315; 0.0008; 0.0278; 0.0008; 0.0974; 0.0110; 0.0887; 0.0110; 0.2009; 0.1464;-52.9437
BH_54             ; 0.2511; 0.0402; 31.2280; 0.2774; 0.0859; 12.5253; 0.0465; 0.0015; 0.0349; 0.0015; 0.1455; 0.0101; 0.1051; 0.0101; 0.0870; 0.2659;-45.0699
BH_55             ; 0.1479; 0.0275;-63.9974; 0.0738; 0.0963;  2.9087; 0.0415; 0.0009; 0.0354; 0.0009; 0.1322; 0.0093; 0.1225; 0.0093; 0.2247; 0.2075;  5.4744
BH_56             ; 0.0780; 0.0531; 31.2370; 0.1528; 0.1422; 39.7916; 0.1938; 0.0076; 0.1787; 0.0076; 0.6289; 0.0682; 0.5328; 0.0682; 0.3922; 0.1744; 70.1424
BH_66             ; 0.1303; 0.0276;  5.4099; 0.0345; 0.0674; 18.5175; 0.0205; 0.0004; 0.0178; 0.0004; 0.0695; 0.0034; 0.0671; 0.0034; 0.2459; 0.1474; 33.7683
BH_67             ; 0.0186; 0.0715;-57.9263; 0.0798; 0.0813;-19.1039; 0.0227; 0.0012; 0.0223; 0.0012; 0.0694; 0.0042; 0.0638; 0.0042; 0.1555; 0.1023;-68.5318
BH_72             ; 0.1940; 0.0346; 89.2296; 0.1867; 0.1366;-83.9780; 0.0209; 0.0006; 0.0169; 0.0006; 0.0736; 0.0078; 0.0599; 0.0078; 0.2540; 0.1273; 46.6023
BH_73             ; 0.2171; 0.0516;-59.7953; 0.0886; 0.1489; 35.3249; 0.0153; 0.0006; 0.0120; 0.0006; 0.0389; 0.0043; 0.0354; 0.0043; 0.1993; 0.1064; 85.8567
BH_78             ; 0.2196; 0.0157;-56.5418; 0.1745; 0.3734; 19.2984; 0.0155; 0.0002; 0.0121; 0.0002; 0.0428; 0.0123; 0.0353; 0.0123; 0.2355; 0.1949;-12.0691
BH_84             ; 0.1182; 0.0121;-60.5970; 0.0639; 0.0848;-16.8606; 0.0320; 0.0003; 0.0282; 0.0003; 0.1313; 0.0081; 0.1229; 0.0081; 0.1327; 0.1639; 39.4533
BH_85             ; 0.0634; 0.0238; -8.0780; 0.1542; 0.1070; 64.2747; 0.0275; 0.0005; 0.0258; 0.0005; 0.1001; 0.0082; 0.0847; 0.0082; 0.1150; 0.0761; 21.8833
BH_87             ; 0.2095; 0.0152; 12.4270; 0.1126; 0.1012; -6.7015; 0.0539; 0.0006; 0.0426; 0.0006; 0.1948; 0.0147; 0.1729; 0.0147; 0.1178; 0.1691; 47.3946
BH_90             ; 0.0505; 0.0179;-20.0143; 0.0852; 0.1652;-47.8014; 0.0374; 0.0005; 0.0355; 0.0005; 0.1330; 0.0162; 0.1217; 0.0162; 0.2443; 0.1376;-76.8040
BH_92             ; 0.3532; 0.0596; 27.7459; 0.3208; 0.0780; 70.9910; 0.0268; 0.0013; 0.0173; 0.0013; 0.0696; 0.0045; 0.0473; 0.0045; 0.4368; 0.2555; 12.8891
BH_99             ; 0.2539; 0.0165;-12.7130; 0.4283; 0.2121;-24.7841; 0.4128; 0.0055; 0.3080; 0.0055; 1.4685; 0.2705; 0.8396; 0.2705; 0.1505; 0.0776; 28.7683
Barkhatova_1      ; 0.0901; 0.0201; 44.3147; 0.0377; 0.0693; 39.8902; 0.1032; 0.0015; 0.0939; 0.0015; 0.3461; 0.0173; 0.3331; 0.0173; 0.0857; 0.0827; 65.5344
Basel_1           ; 0.1330; 0.0090; -1.5708; 0.1903; 0.0889; 33.3564; 0.0896; 0.0006; 0.0777; 0.0006; 0.3599; 0.0249; 0.2914; 0.0249; 0.1198; 0.1113; 22.1925
Basel_10          ; 0.2658; 0.0535;-14.9224; 0.2049; 0.1260; 11.9501; 0.0232; 0.0010; 0.0170; 0.0010; 0.0681; 0.0067; 0.0542; 0.0067; 0.2342; 0.1293; 68.6572
Basel_11a         ; 0.3156; 0.0215; 20.7865; 0.0480; 0.1910;-20.9450; 0.0814; 0.0014; 0.0557; 0.0014; 0.2045; 0.0283; 0.1947; 0.0283; 0.2139; 0.2043; -5.2024
Basel_11b         ; 0.2667; 0.0303; 23.3364; 0.2770; 0.0883;  6.8447; 0.0784; 0.0019; 0.0575; 0.0019; 0.2512; 0.0180; 0.1816; 0.0180; 0.1930; 0.0946; 84.8489
Basel_17          ; 0.1364; 0.0494;-36.0119; 0.2697; 0.0146;-89.4828; 0.1357; 0.0051; 0.1172; 0.0051; 0.4489; 0.0053; 0.3279; 0.0053; 0.0358; 0.0380;-52.8641
Basel_18          ; 0.0754; 0.0278;-89.5702; 0.2355; 0.1207; 77.0687; 0.0585; 0.0012; 0.0541; 0.0012; 0.2294; 0.0220; 0.1754; 0.0220; 0.0920; 0.1083; 73.7723
Basel_4           ; 0.2080; 0.0598;-66.5616; 0.1216; 0.0345; 27.1952; 0.0488; 0.0023; 0.0386; 0.0023; 0.1340; 0.0035; 0.1177; 0.0035; 0.2309; 0.1246; 25.3764
Basel_8           ; 0.3179; 0.0347; 19.4790; 0.1329; 0.0323;-79.8599; 0.3809; 0.0109; 0.2598; 0.0109; 1.1470; 0.0280; 0.9946; 0.0280; 0.0420; 0.0256; 76.0152
Berkeley_1        ; 0.1850; 0.0233;-42.3575; 0.0850; 0.0441;-78.8491; 0.0560; 0.0010; 0.0457; 0.0010; 0.1815; 0.0059; 0.1661; 0.0059; 0.1205; 0.0559;-38.2183
Berkeley_10       ; 0.0515; 0.0240; 51.8961; 0.1993; 0.1067; -0.9531; 0.0642; 0.0011; 0.0609; 0.0011; 0.2137; 0.0178; 0.1711; 0.0178; 0.2509; 0.0565;-64.6089
Berkeley_101      ; 0.1620; 0.0405;-53.1712; 0.0335; 0.1149;-85.0387; 0.0232; 0.0007; 0.0194; 0.0007; 0.0634; 0.0052; 0.0613; 0.0052; 0.2364; 0.1223; 84.5212
Berkeley_102      ; 0.3427; 0.0167; 84.7643; 0.1314; 0.2298;-65.1630; 0.0610; 0.0009; 0.0401; 0.0009; 0.1596; 0.0277; 0.1386; 0.0277; 0.2367; 0.0505; 83.2072
Berkeley_103      ; 0.1256; 0.0209;  2.7029; 0.2302; 0.0748;-49.7438; 0.0213; 0.0003; 0.0186; 0.0003; 0.0689; 0.0041; 0.0530; 0.0041; 0.2016; 0.1517;-12.4653
Berkeley_104      ; 0.3375; 0.0441; 74.6222; 0.0723; 0.0420;-89.2588; 0.0539; 0.0020; 0.0357; 0.0020; 0.1180; 0.0036; 0.1094; 0.0036; 0.1306; 0.2386;-12.9023
Berkeley_11       ; 0.2078; 0.0190; 30.3612; 0.0891; 0.2446; -3.0071; 0.0463; 0.0007; 0.0367; 0.0007; 0.1346; 0.0243; 0.1226; 0.0243; 0.3329; 0.1547; 56.2911
Berkeley_12       ; 0.1913; 0.0202; 19.2857; 0.0665; 0.1089; 64.9891; 0.0410; 0.0006; 0.0331; 0.0006; 0.1318; 0.0105; 0.1230; 0.0105; 0.2203; 0.1491; 72.7861
Berkeley_13       ; 0.1375; 0.0091; -1.3693; 0.0550; 0.1577; -2.0485; 0.0686; 0.0005; 0.0592; 0.0005; 0.2537; 0.0291; 0.2397; 0.0291; 0.0873; 0.2041;-19.8114
Berkeley_14       ; 0.1586; 0.0207;-84.0653; 0.0676; 0.1712;-11.3252; 0.0390; 0.0006; 0.0329; 0.0006; 0.1376; 0.0172; 0.1283; 0.0172; 0.2283; 0.1086; 78.6633
Berkeley_15       ; 0.0783; 0.0189; 53.2672; 0.1158; 0.1161; 46.9351; 0.0674; 0.0009; 0.0621; 0.0009; 0.2612; 0.0227; 0.2309; 0.0227; 0.1011; 0.1037; 78.6684
Berkeley_17       ; 0.0124; 0.0265; 58.2125; 0.0438; 0.1306; 62.9486; 0.0599; 0.0011; 0.0592; 0.0011; 0.1799; 0.0170; 0.1720; 0.0170; 0.3730; 0.1095; 45.6441
Berkeley_18       ; 0.0159; 0.0244;-62.4985; 0.0575; 0.0615;-31.0922; 0.1170; 0.0020; 0.1152; 0.0020; 0.4074; 0.0183; 0.3840; 0.0183; 0.1634; 0.1155; 37.4636
Berkeley_19       ; 0.0366; 0.0157; 67.8672; 0.0788; 0.0613; 60.6005; 0.0381; 0.0004; 0.0367; 0.0004; 0.1390; 0.0063; 0.1281; 0.0063; 0.0335; 0.1160;-10.7026
Berkeley_2        ; 0.1611; 0.0391;-17.0008; 0.0262; 0.0946; 69.1893; 0.0226; 0.0007; 0.0190; 0.0007; 0.0627; 0.0043; 0.0610; 0.0043; 0.3377; 0.0835; 22.2938
Berkeley_20       ; 0.2337; 0.0111; 60.0645; 0.3363; 0.1816; 41.7897; 0.0181; 0.0002; 0.0139; 0.0002; 0.0531; 0.0080; 0.0352; 0.0080; 0.1766; 0.1827; 40.9351
Berkeley_21       ; 0.0773; 0.0241; -3.4209; 0.1266; 0.0975; -1.3950; 0.0442; 0.0008; 0.0408; 0.0008; 0.1808; 0.0133; 0.1580; 0.0133; 0.1489; 0.0936;  9.4210
Berkeley_22       ; 0.3394; 0.0314; 51.6698; 0.2086; 0.0510; 63.1023; 0.0365; 0.0010; 0.0241; 0.0010; 0.1062; 0.0042; 0.0841; 0.0042; 0.2489; 0.2227;-89.3388
Berkeley_23       ; 0.0625; 0.0165; 17.4617; 0.2275; 0.1496; 62.3744; 0.0331; 0.0004; 0.0311; 0.0004; 0.1353; 0.0160; 0.1045; 0.0160; 0.0746; 0.1417;-82.9415
Berkeley_24       ; 0.0514; 0.0189;-28.3025; 0.0637; 0.1427; 71.1445; 0.0508; 0.0007; 0.0482; 0.0007; 0.1870; 0.0195; 0.1751; 0.0195; 0.1086; 0.1306;-57.6541
Berkeley_25       ; 0.0441; 0.0094;  5.6411; 0.0502; 0.0858; 51.3660; 0.0424; 0.0003; 0.0405; 0.0003; 0.1584; 0.0099; 0.1505; 0.0099; 0.3680; 0.0842; 15.6269
Berkeley_27       ; 0.0882; 0.0202; 27.5208; 0.1224; 0.1074; 61.4921; 0.0193; 0.0003; 0.0176; 0.0003; 0.0674; 0.0054; 0.0591; 0.0054; 0.1767; 0.2437; 38.6083
Berkeley_28       ; 0.0825; 0.0250; 76.6913; 0.0255; 0.1266; 63.0448; 0.0260; 0.0005; 0.0238; 0.0005; 0.0883; 0.0080; 0.0861; 0.0080; 0.0875; 0.1375;-51.3998
Berkeley_29       ; 0.1333; 0.0080;-68.4313; 0.2058; 0.0338;-80.1614; 0.0607; 0.0004; 0.0526; 0.0004; 0.2490; 0.0066; 0.1978; 0.0066; 0.1657; 0.0827; 40.8910
Berkeley_30       ; 0.1503; 0.0336;-24.0613; 0.2941; 0.0781;-10.2697; 0.0274; 0.0007; 0.0233; 0.0007; 0.1027; 0.0066; 0.0725; 0.0066; 0.0206; 0.2769; 60.1455
Berkeley_31       ; 0.1184; 0.0208; 59.7570; 0.0085; 0.0809;-86.0929; 0.0409; 0.0006; 0.0361; 0.0006; 0.1622; 0.0093; 0.1608; 0.0093; 0.1227; 0.0838; 84.1685
Berkeley_32       ; 0.1087; 0.0244;  3.0777; 0.1474; 0.0882;-19.9527; 0.0462; 0.0008; 0.0412; 0.0008; 0.1839; 0.0123; 0.1568; 0.0123; 0.2572; 0.1140; 11.4231
Berkeley_33       ; 0.2248; 0.0275;  5.4495; 0.1056; 0.1093;-14.8281; 0.0324; 0.0007; 0.0251; 0.0007; 0.0989; 0.0081; 0.0884; 0.0081; 0.3117; 0.1371;  9.4414
Berkeley_34       ; 0.3478; 0.0480; 46.5996; 0.1666; 0.0911; 33.7963; 0.0284; 0.0011; 0.0185; 0.0011; 0.0668; 0.0047; 0.0556; 0.0047; 0.1182; 0.0549; -8.7294
Berkeley_35       ; 0.0175; 0.0438; 47.3583; 0.0544; 0.0523; 27.9609; 0.0551; 0.0017; 0.0542; 0.0017; 0.2158; 0.0082; 0.2040; 0.0082; 0.1265; 0.1352; 10.2129
Berkeley_36       ; 0.2231; 0.0697;-29.5194; 0.0852; 0.0553;-17.5842; 0.0607; 0.0033; 0.0472; 0.0033; 0.1799; 0.0073; 0.1645; 0.0073; 0.1751; 0.1194; 17.7481
Berkeley_37       ; 0.1527; 0.0378;-18.6385; 0.0810; 0.0846;  1.3931; 0.0386; 0.0011; 0.0327; 0.0011; 0.1332; 0.0083; 0.1225; 0.0083; 0.0856; 0.1544; 80.6900
Berkeley_39       ; 0.1428; 0.0171; 36.4034; 0.1013; 0.0779; 69.4908; 0.0486; 0.0006; 0.0416; 0.0006; 0.1433; 0.0083; 0.1287; 0.0083; 0.2905; 0.1011; 43.1485
Berkeley_4        ; 0.1349; 0.0207; 20.0927; 0.1860; 0.0486; -7.4662; 0.0326; 0.0005; 0.0282; 0.0005; 0.1170; 0.0044; 0.0953; 0.0044; 0.1823; 0.0925; 33.0173
Berkeley_44       ; 0.2123; 0.0133;  0.5619; 0.1965; 0.2264;  1.3938; 0.0730; 0.0008; 0.0575; 0.0008; 0.2755; 0.0486; 0.2214; 0.0486; 0.0875; 0.1466;-40.1212
Berkeley_45       ; 0.1323; 0.0528; 61.6747; 0.1213; 0.0959; -3.0974; 0.0227; 0.0009; 0.0197; 0.0009; 0.0648; 0.0047; 0.0569; 0.0047; 0.4317; 0.1591;-25.1691
Berkeley_47       ; 0.0318; 0.0312;-38.8516; 0.3398; 0.0319; -7.8590; 0.0285; 0.0006; 0.0276; 0.0006; 0.1217; 0.0032; 0.0803; 0.0032; 0.1198; 0.3823;-83.6752
Berkeley_49       ; 0.1024; 0.0166; 69.1163; 0.2468; 0.1978; 43.0835; 0.0193; 0.0002; 0.0174; 0.0002; 0.0704; 0.0111; 0.0531; 0.0111; 0.1638; 0.1640; 75.0674
Berkeley_5        ; 0.1824; 0.0680; 34.4021; 0.5175; 0.0377;  1.6309; 0.0249; 0.0013; 0.0204; 0.0013; 0.1019; 0.0035; 0.0492; 0.0035; 0.4025; 0.1217; 39.6814
Berkeley_53       ; 0.0518; 0.0098; 30.0425; 0.2195; 0.3110; 88.1643; 0.1128; 0.0008; 0.1070; 0.0008; 0.4592; 0.1126; 0.3584; 0.1126; 0.0522; 0.0760;-19.6707
Berkeley_54       ; 0.0508; 0.0257;-33.5834; 0.0501; 0.1635;-79.1266; 0.0344; 0.0006; 0.0327; 0.0006; 0.1211; 0.0144; 0.1150; 0.0144; 0.1145; 0.2125;-26.9083
Berkeley_55       ; 0.1531; 0.0115;-14.8408; 0.2641; 0.2084;-15.8999; 0.0316; 0.0003; 0.0267; 0.0003; 0.1154; 0.0194; 0.0849; 0.0194; 0.2145; 0.1674;-42.6770
Berkeley_56       ; 0.1355; 0.0148;-54.5559; 0.2622; 0.1311;-62.8979; 0.0523; 0.0006; 0.0452; 0.0006; 0.2079; 0.0219; 0.1534; 0.0219; 0.1849; 0.1550; -8.7743
Berkeley_58       ; 0.2373; 0.0391; 75.5870; 0.0958; 0.0683; 55.4446; 0.0591; 0.0018; 0.0451; 0.0018; 0.1917; 0.0097; 0.1734; 0.0097; 0.3748; 0.1952; 12.0068
Berkeley_6        ; 0.0292; 0.0244; 30.0223; 0.1387; 0.0822;-68.5011; 0.0349; 0.0006; 0.0339; 0.0006; 0.1474; 0.0092; 0.1270; 0.0092; 0.4291; 0.1195; -5.7183
Berkeley_60       ; 0.0466; 0.0256;-14.3957; 0.1313; 0.0814;-33.9225; 0.0306; 0.0006; 0.0291; 0.0006; 0.0941; 0.0058; 0.0817; 0.0058; 0.2647; 0.2856;-55.0462
Berkeley_61       ; 0.1700; 0.0213; 25.7682; 0.0637; 0.2076; -1.2497; 0.0298; 0.0005; 0.0247; 0.0005; 0.0885; 0.0134; 0.0829; 0.0134; 0.2051; 0.2492; 35.3427
Berkeley_62       ; 0.1843; 0.0152; 62.7959; 0.0402; 0.0669; 36.6703; 0.0877; 0.0010; 0.0716; 0.0010; 0.3445; 0.0166; 0.3307; 0.0166; 0.0581; 0.0621; 64.0587
Berkeley_63       ; 0.0892; 0.0260;-30.4163; 0.0236; 0.0814;-48.5984; 0.0380; 0.0007; 0.0346; 0.0007; 0.1336; 0.0078; 0.1304; 0.0078; 0.1830; 0.1876; 37.5115
Berkeley_65       ; 0.3280; 0.0135;  2.2222; 0.2559; 0.2774;  2.6276; 0.0266; 0.0003; 0.0179; 0.0003; 0.0774; 0.0172; 0.0576; 0.0172; 0.2198; 0.2094; 15.1128
Berkeley_66       ; 0.0539; 0.0384; 44.7060; 0.1411; 0.1043;-72.8035; 0.0417; 0.0012; 0.0395; 0.0012; 0.1405; 0.0111; 0.1207; 0.0111; 0.0863; 0.0953; 18.8030
Berkeley_67       ; 0.1889; 0.0271; 30.1988; 0.1710; 0.1385; 82.4179; 0.0857; 0.0018; 0.0695; 0.0018; 0.2930; 0.0312; 0.2429; 0.0312; 0.3045; 0.1721; 57.2300
Berkeley_68       ; 0.2973; 0.0190;-15.0596; 0.0301; 0.1205;-83.5747; 0.1199; 0.0019; 0.0843; 0.0019; 0.3706; 0.0321; 0.3595; 0.0321; 0.2392; 0.1109; 44.5745
Berkeley_69       ; 0.0595; 0.0535;-40.7984; 0.0517; 0.0707;-31.5230; 0.0294; 0.0012; 0.0277; 0.0012; 0.0917; 0.0047; 0.0869; 0.0047; 0.3364; 0.0941; 38.3577
Berkeley_7        ; 0.2043; 0.0155; 72.5543; 0.1489; 0.0755; 64.4320; 0.0376; 0.0005; 0.0300; 0.0005; 0.1412; 0.0081; 0.1202; 0.0081; 0.1253; 0.1902;-46.9697
Berkeley_70       ; 0.1539; 0.0340;-39.2569; 0.1472; 0.1165;-57.5896; 0.0590; 0.0015; 0.0499; 0.0015; 0.2098; 0.0186; 0.1789; 0.0186; 0.1460; 0.1365; 36.3482
Berkeley_71       ; 0.1379; 0.0128;-58.3290; 0.0689; 0.1193;-53.0691; 0.0519; 0.0005; 0.0447; 0.0005; 0.1948; 0.0170; 0.1813; 0.0170; 0.2431; 0.1828; 46.9170
Berkeley_72       ; 0.1312; 0.0187; 73.7848; 0.1901; 0.0509; 83.1449; 0.0753; 0.0011; 0.0654; 0.0011; 0.3165; 0.0125; 0.2563; 0.0125; 0.0984; 0.0408; -0.4713
Berkeley_73       ; 0.2701; 0.0177;-43.4949; 0.4099; 0.0534;-30.0526; 0.0220; 0.0003; 0.0160; 0.0003; 0.0545; 0.0025; 0.0321; 0.0025; 0.0286; 0.0516; 38.6121
Berkeley_75       ; 0.0164; 0.0153;-67.7428; 0.3094; 0.0443;-86.9995; 0.0384; 0.0004; 0.0378; 0.0004; 0.1763; 0.0064; 0.1218; 0.0064; 0.2642; 0.1516; -6.6649
Berkeley_76       ; 0.2347; 0.0644; 12.7285; 0.2360; 0.0564;  6.0806; 0.0596; 0.0030; 0.0456; 0.0030; 0.2039; 0.0091; 0.1558; 0.0091; 0.0776; 0.0883;-10.2593
Berkeley_77       ; 0.1134; 0.0248; 20.1000; 0.1380; 0.0637;-49.4344; 0.0327; 0.0006; 0.0290; 0.0006; 0.1074; 0.0052; 0.0926; 0.0052; 0.2354; 0.1888;-25.7507
Berkeley_78       ; 0.0769; 0.0185; 34.8731; 0.0990; 0.1111; 17.4381; 0.0463; 0.0006; 0.0427; 0.0006; 0.1841; 0.0152; 0.1658; 0.0152; 0.3523; 0.1465; 16.6937
Berkeley_79       ; 0.1698; 0.0245; 68.8438; 0.0569; 0.0323; 13.6749; 0.0698; 0.0013; 0.0579; 0.0013; 0.2156; 0.0051; 0.2033; 0.0051; 0.3846; 0.0636;  9.7714
Berkeley_8        ; 0.0555; 0.0211; 17.1106; 0.0769; 0.1796; 75.1807; 0.0394; 0.0006; 0.0372; 0.0006; 0.1297; 0.0171; 0.1197; 0.0171; 0.1592; 0.1039;-21.5491
Berkeley_80       ; 0.2103; 0.0391; 58.0811; 0.1436; 0.0564;-61.7858; 0.0463; 0.0014; 0.0366; 0.0014; 0.1474; 0.0063; 0.1262; 0.0063; 0.3106; 0.0641; -9.7031
Berkeley_81       ; 0.0666; 0.0189;-16.0201; 0.0436; 0.1413; 74.0326; 0.0424; 0.0006; 0.0396; 0.0006; 0.1621; 0.0166; 0.1551; 0.0166; 0.0773; 0.1104; -6.5877
Berkeley_82       ; 0.1568; 0.0212; 25.2783; 0.2079; 0.0601; 85.3919; 0.0221; 0.0004; 0.0187; 0.0004; 0.0770; 0.0036; 0.0610; 0.0036; 0.3301; 0.2336; -6.3728
Berkeley_83       ; 0.2798; 0.0122; 40.8443; 0.3562; 0.0724; 57.0242; 0.0177; 0.0002; 0.0128; 0.0002; 0.0607; 0.0037; 0.0391; 0.0037; 0.1339; 0.2036; 67.1642
Berkeley_85       ; 0.1392; 0.0287; 88.2058; 0.1208; 0.0632; 44.6266; 0.0531; 0.0012; 0.0457; 0.0012; 0.1642; 0.0078; 0.1444; 0.0078; 0.1596; 0.1093; -4.3010
Berkeley_86       ; 0.4926; 0.1288; 37.7489; 0.1751; 0.0293; 17.1150; 0.1251; 0.0144; 0.0635; 0.0144; 0.2516; 0.0057; 0.2075; 0.0057; 0.2569; 0.1174; 20.7776
Berkeley_87       ; 0.1182; 0.0339; 16.2230; 0.1054; 0.1259; -3.3870; 0.0923; 0.0023; 0.0814; 0.0023; 0.3163; 0.0297; 0.2830; 0.0297; 0.1081; 0.3455;-83.8889
Berkeley_89       ; 0.1178; 0.0519;-34.5467; 0.1390; 0.1121;-28.5947; 0.0287; 0.0011; 0.0253; 0.0011; 0.0969; 0.0082; 0.0834; 0.0082; 0.4030; 0.2668;-25.1779
Berkeley_9        ; 0.1032; 0.0150;-30.5645; 0.1659; 0.1742;-75.2586; 0.0477; 0.0005; 0.0428; 0.0005; 0.1715; 0.0229; 0.1430; 0.0229; 0.3831; 0.1935; 68.2073
Berkeley_90       ; 0.3710; 0.0187; 67.8333; 0.2305; 0.1244; 68.7898; 0.0527; 0.0008; 0.0332; 0.0008; 0.1711; 0.0169; 0.1316; 0.0169; 0.1865; 0.1832; 50.4796
Berkeley_91       ; 0.3078; 0.0564; -8.9559; 0.1674; 0.1126;  4.2737; 0.0369; 0.0017; 0.0256; 0.0017; 0.1040; 0.0090; 0.0866; 0.0090; 0.1465; 0.0573; 87.8728
Berkeley_92       ; 0.0447; 0.0450;-65.6415; 0.3550; 0.0600; -1.1481; 0.0227; 0.0007; 0.0217; 0.0007; 0.0817; 0.0041; 0.0527; 0.0041; 0.4066; 0.1397; 13.3974
Berkeley_94       ; 0.2760; 0.0537; 15.5072; 0.2765; 0.0356; 74.2724; 0.0406; 0.0018; 0.0294; 0.0018; 0.1308; 0.0038; 0.0947; 0.0038; 0.0085; 0.1503; 28.8257
